Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
Churchill Livingstone,13270,Journal of Electrocardiology,0022-0736,NA,Journal of Electrocardiology,Hybrid,USD,2500,Freedom Collection
Churchill Livingstone,13134,The Journal of Pain,1526-5900,Formerly known as Pain Forum,The Journal of Pain,Hybrid,USD,3500,Freedom Collection
Churchill Livingstone,12727,"Journal of Plastic, Reconstructive & Aesthetic Surgery",1748-6815,Formerly known as British Journal of Plastic Surgery,"Journal of Plastic, Reconstructive & Aesthetic Surgery",Hybrid,USD,3300,Freedom Collection
Churchill Livingstone,12718,Medical Hypotheses,0306-9877,NA,Medical Hypotheses,Hybrid,USD,2050,Freedom Collection
Churchill Livingstone,12751,Midwifery,0266-6138,NA,Midwifery,Hybrid,USD,3100,Freedom Collection
Churchill Livingstone,12750,Musculoskeletal Science and Practice,2468-7812,Formerly known as Manual Therapy,Musculoskeletal Science and Practice,Hybrid,USD,2500,Freedom Collection
Churchill Livingstone,12719,Neuropeptides,0143-4179,NA,Neuropeptides,Hybrid,USD,1700,Freedom Collection
Churchill Livingstone,12900,Nurse Education in Practice,1471-5953,NA,Nurse Education in Practice,Hybrid,USD,2500,Freedom Collection
Churchill Livingstone,12752,Nurse Education Today,0260-6917,NA,Nurse Education Today,Hybrid,USD,2500,Freedom Collection
Churchill Livingstone,12729,"Obstetrics, Gynaecology & Reproductive Medicine",1751-7214,Formerly known as Current Obstetrics & Gynaecology,"Obstetrics, Gynaecology & Reproductive Medicine",Hybrid,USD,3000,Freedom Collection
Churchill Livingstone,12730,Orthopaedics and Trauma,1877-1327,Formerly known as Current Orthopaedics,Orthopaedics and Trauma,Hybrid,USD,3000,Freedom Collection
Churchill Livingstone,12731,Paediatrics and Child Health,1751-7222,Formerly known as Current Paediatrics,Paediatrics and Child Health,Hybrid,USD,3000,Freedom Collection
Churchill Livingstone,12875,Physical Therapy in Sport,1466-853X,NA,Physical Therapy in Sport,Hybrid,USD,3000,Freedom Collection
Churchill Livingstone,12720,"Prostaglandins, Leukotrienes and Essential Fatty Acids",0952-3278,"Formerly known as Prostaglandins, Leukotrienes and Medicine","Prostaglandins, Leukotrienes and Essential Fatty Acids",Hybrid,USD,2500,Freedom Collection
Churchill Livingstone,12722,Tissue and Cell,0040-8166,NA,Tissue and Cell,Hybrid,USD,3000,Freedom Collection
Churchill Livingstone,12723,Tuberculosis,1472-9792,Formerly known as Tubercle and Lung Disease,Tuberculosis,Hybrid,USD,2500,Freedom Collection
Elsevier,07802,Academic Pediatrics,1876-2859,Formerly known as Ambulatory Pediatrics,Academic Pediatrics,Hybrid,USD,3000,Freedom Collection
Elsevier,13351,Academic Radiology,1076-6332,NA,Academic Radiology,Hybrid,USD,2750,not included
Elsevier,04069,Accounting Forum,0155-9982,NA,Accounting Forum,Hybrid,USD,1100,Freedom Collection
Elsevier,04067,Acta Biomaterialia,1742-7061,NA,Acta Biomaterialia,Hybrid,USD,3000,Freedom Collection
Elsevier,16845,Acta Colombiana de Cuidado Intensivo,0122-7262,NA,NA,NA,NA,NA,not included
Elsevier,08574,Acta Ecologica Sinica,1872-2032,NA,Acta Ecologica Sinica,Hybrid,USD,3000,Freedom Collection
Elsevier,05601,Acta Mathematica Scientia,0252-9602,NA,Acta Mathematica Scientia,Hybrid,USD,3000,Freedom Collection
Elsevier,18361,Acta Orthopaedica et Traumatologica Turcica,1017-995X,NA,NA,NA,NA,NA,not included
Elsevier,08775,Acta Pharmaceutica Sinica B,2211-3835,NA,Acta Pharmaceutica Sinica B,Open Access,USD,0,not included
Elsevier,05083,Acta Tropica,0001-706X,NA,Acta Tropica,Hybrid,USD,2350,Freedom Collection
Elsevier,05481,Ad Hoc Networks,1570-8705,NA,Ad Hoc Networks,Hybrid,USD,2400,Freedom Collection
Elsevier,18120,Addictive Behaviors Reports,2352-8532,NA,Addictive Behaviors Reports,Open Access,USD,1500,not included
Elsevier,17059,Additive Manufacturing,2214-8604,NA,Additive Manufacturing,Hybrid,USD,1750,Freedom Collection
Elsevier,05000,Advanced Drug Delivery Reviews,0169-409X,NA,Advanced Drug Delivery Reviews,Hybrid,USD,3750,Freedom Collection
Elsevier,02007,Advanced Engineering Informatics,1474-0346,Formerly known as Artificial Intelligence in Engineering,Advanced Engineering Informatics,Hybrid,USD,2400,Freedom Collection
Elsevier,18401,Advanced Industrial and Engineering Polymer Research,2542-5048,NA,NA,NA,NA,NA,not included
Elsevier,08668,Advanced Powder Technology,0921-8831,NA,Advanced Powder Technology,Hybrid,USD,2800,Freedom Collection
Elsevier,05609,Advances in Accounting,0882-6110,Incorporating Advances in International Accounting,Advances in Accounting,Hybrid,USD,1100,Freedom Collection
Elsevier,18115,Advances in Climate Change Research,1674-9278,NA,Advances in Climate Change Research,Open Access,USD,1500,not included
Elsevier,05136,Advances in Colloid and Interface Science,0001-8686,NA,Advances in Colloid and Interface Science,Hybrid,USD,3300,Freedom Collection
Elsevier,18920,Advances in Cosmetic Surgery,2542-4327,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,02000,Advances in Engineering Software,0965-9978,Formerly known as Advances in Engineering Software and Workstations; Incorporating Computing Systems in Engineering,Advances in Engineering Software,Hybrid,USD,2500,Freedom Collection
Elsevier,10154,Advances in Integrative Medicine,2212-9588,NA,Advances in Integrative Medicine,Hybrid,USD,3000,Freedom Collection
Elsevier,05617,Advances in Life Course Research,1040-2608,NA,Advances in Life Course Research,Hybrid,USD,1100,Freedom Collection
Elsevier,11016,Advances in Medical Sciences,1896-1126,NA,Advances in Medical Sciences,Hybrid,USD,1200,Freedom Collection
Elsevier,18867,Advances in Ophthalmology and Optometry,2452-1760,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18873,Advances in Radiation Oncology,2452-1094,NA,Advances in Radiation Oncology,Open Access,USD,2000,not included
Elsevier,02001,Advances in Water Resources,0309-1708,NA,Advances in Water Resources,Hybrid,USD,3750,Freedom Collection
Elsevier,08639,Aeolian Research,1875-9637,NA,Aeolian Research,Hybrid,USD,2500,Freedom Collection
Elsevier,08770,African Journal of Emergency Medicine,2211-419X,NA,African Journal of Emergency Medicine,Open Access,USD,0,not included
Elsevier,10114,African Journal of Urology,1110-5704,NA,African Journal of Urology,Open Access,USD,0,not included
Elsevier,05464,Ageing Research Reviews,1568-1637,NA,Ageing Research Reviews,Hybrid,USD,3000,Freedom Collection
Elsevier,18859,Agri Gene,2352-2151,NA,Agri Gene,Hybrid,USD,1500,Freedom Collection
Elsevier,05320,Agricultural and Forest Meteorology,0168-1923,Formerly known as Agricultural Meteorology,Agricultural and Forest Meteorology,Hybrid,USD,3950,Freedom Collection
Elsevier,02002,Agricultural Systems,0308-521X,NA,Agricultural Systems,Hybrid,USD,3800,Freedom Collection
Elsevier,05085,Agricultural Water Management,0378-3774,NA,Agricultural Water Management,Hybrid,USD,2700,Freedom Collection
Elsevier,05086,"Agriculture, Ecosystems & Environment",0167-8809,Incorporating Agriculture and Environment and Agro-Ecosystems,"Agriculture, Ecosystems and Environment",Hybrid,USD,3850,Freedom Collection
Elsevier,18323,Agriculture and Natural Resources,2452-316X,NA,NA,NA,NA,NA,not included
Elsevier,08727,Ain Shams Engineering Journal,2090-4479,NA,Ain Shams Engineering Journal,Open Access,USD,0,not included
Elsevier,18231,AKCE International Journal of Graphs and Combinatorics,0972-8600,NA,AKCE International Journal of Graphs and Combinatorics,Open Access,USD,0,not included
Elsevier,07500,Alcohol,0741-8329,NA,Alcohol,Hybrid,USD,2500,Freedom Collection
Elsevier,08731,Alexandria Engineering Journal,1110-0168,NA,Alexandria Engineering Journal,Open Access,USD,0,not included
Elsevier,08760,Alexandria Journal of Medicine,2090-5068,NA,Alexandria Journal of Medicine,Open Access,USD,0,not included
Elsevier,08794,Algal Research,2211-9264,NA,Algal Research,Hybrid,USD,2600,Freedom Collection
Elsevier,18067,Allergology International,1323-8930,NA,Allergology International,Open Access,USD,0,not included
Elsevier,13371,Alzheimer's & Dementia,1552-5260,NA,Alzheimer's & Dementia: The Journal of the Alzheimer's Association,Hybrid,USD,3000,Freedom Collection
Elsevier,18833,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",2352-8729,NA,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",Open Access,USD,2000,not included
Elsevier,18834,Alzheimer's & Dementia: Translational Research & Clinical Interventions,2352-8737,NA,"Alzheimer's & Dementia: Translational Research & Clinical
Interventions",Open Access,USD,2000,not included
Elsevier,07586,The American Journal of Cardiology,0002-9149,NA,The American Journal of Cardiology,Hybrid,USD,3200,Freedom Collection
Elsevier,14116,The American Journal of Geriatric Psychiatry,1064-7481,NA,The American Journal of Geriatric Psychiatry,Hybrid,USD,3300,not included
Elsevier,18851,The American Journal of the Medical Sciences,0002-9629,NA,The American Journal of the Medical Sciences,Hybrid,USD,3000,not included
Elsevier,07587,The American Journal of Medicine,0002-9343,NA,The American Journal of Medicine,Hybrid,USD,3750,not included
Elsevier,07777,The American Journal of Medicine Supplements,1548-2766,NA,NA,NA,NA,NA,not included
Elsevier,07582,American Journal of Ophthalmology,0002-9394,NA,American Journal of Ophthalmology,Hybrid,USD,3400,Freedom Collection
Elsevier,18854,American Journal of Ophthalmology Case Reports,2451-9936,NA,American Journal of Ophthalmology Case Reports,Open Access,USD,750,not included
Elsevier,14039,The American Journal of Pathology,0002-9440,NA,The American Journal of Pathology,Hybrid,USD,3000,not included
Elsevier,07689,American Journal of Preventive Medicine,0749-3797,NA,American Journal of Preventive Medicine,Hybrid,USD,2600,Freedom Collection
Elsevier,10185,Ampersand,2215-0390,NA,Ampersand,Open Access,USD,1000,not included
Elsevier,04263,Anaesthesia & Intensive Care Medicine,1472-0299,NA,Anaesthesia & Intensive Care Medicine,Hybrid,USD,3000,Freedom Collection
Elsevier,16353,Anales de PediatrÌa (English Edition),2341-2879,NA,NA,NA,NA,NA,not included
Elsevier,10159,Analytic Methods in Accident Research,2213-6657,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,05137,Analytica Chimica Acta,0003-2670,NA,Analytica Chimica Acta,Hybrid,USD,3500,Freedom Collection
Elsevier,13047,Anesthesiology Clinics,1932-2275,Formerly known as Anesthesiology Clinics of North America,Anesthesiology Clinics,Hybrid,USD,3000,not included
Elsevier,05088,Animal Feed Science and Technology,0377-8401,NA,Animal Feed Science and Technology,Hybrid,USD,2600,Freedom Collection
Elsevier,18174,Animal Nutrition,2405-6545,NA,Animal Nutrition,Open Access,USD,0,not included
Elsevier,05089,Animal Reproduction Science,0378-4320,NA,Animal Reproduction Science,Hybrid,USD,2500,Freedom Collection
Elsevier,18295,Annals of Agrarian Science,1512-1887,NA,Annals of Agrarian Science,Open Access,USD,0,not included
Elsevier,08778,Annals of Agricultural Sciences,0570-1783,NA,Annals of Agricultural Sciences,Open Access,USD,0,not included
Elsevier,14037,"Annals of Allergy, Asthma & Immunology",1081-1206,NA,"Annals of Allergy, Asthma & Immunology",Hybrid,USD,3000,not included
Elsevier,07601,Annals of Epidemiology,1047-2797,NA,Annals of Epidemiology,Hybrid,USD,3000,Freedom Collection
Elsevier,17038,Annals of Medicine and Surgery,2049-0801,NA,Annals of Medicine and Surgery,Open Access,USD,950,not included
Elsevier,07610,The Annals of Thoracic Surgery,0003-4975,NA,The Annals of Thoracic Surgery,Hybrid,USD,3000,not included
Elsevier,13421,Annals of Vascular Surgery,0890-5096,NA,Annals of Vascular Surgery,Hybrid,USD,1700,not included
Elsevier,16432,Ansiedad y EstrÈs,1134-7937,NA,NA,NA,NA,NA,not included
Elsevier,10148,Anthropocene,2213-3054,NA,Anthropocene,Hybrid,USD,2500,Freedom Collection
Elsevier,05001,Antiviral Research,0166-3542,NA,Antiviral Research,Hybrid,USD,2800,Freedom Collection
Elsevier,16433,Anuario de PsicologÌa,0066-5126,NA,NA,NA,NA,NA,not included
Elsevier,02003,Applied Acoustics,0003-682X,NA,Applied Acoustics,Hybrid,USD,2400,Freedom Collection
Elsevier,05090,Applied Animal Behaviour Science,0168-1591,Formerly known as Applied Animal Ethology,Applied Animal Behaviour Science,Hybrid,USD,3100,Freedom Collection
Elsevier,05139,Applied Catalysis A: General,0926-860X,Formerly part of Applied Catalysis,"Applied Catalysis A, General",Hybrid,USD,2500,Freedom Collection
Elsevier,05140,Applied Catalysis B: Environmental,0926-3373,Formerly part of Applied Catalysis,Applied Catalysis B: Environmental,Hybrid,USD,3000,Freedom Collection
Elsevier,05321,Applied Clay Science,0169-1317,NA,Applied Clay Science,Hybrid,USD,2500,Freedom Collection
Elsevier,08742,Applied Computing and Informatics,2210-8327,NA,Applied Computing and Informatics,Open Access,USD,0,not included
Elsevier,02004,Applied Energy,0306-2619,NA,Applied Energy,Hybrid,USD,3550,Freedom Collection
Elsevier,03001,Applied Ergonomics,0003-6870,NA,Applied Ergonomics,Hybrid,USD,3300,Freedom Collection
Elsevier,18144,Applied Materials Today,2352-9407,NA,Applied Materials Today,Hybrid,USD,2100,Freedom Collection
Elsevier,07604,Applied Mathematical Modelling,0307-904X,NA,Applied Mathematical Modelling,Hybrid,USD,1500,Freedom Collection
Elsevier,07612,Applied Mathematics and Computation,0096-3003,NA,Applied Mathematics and Computation,Hybrid,USD,1500,Freedom Collection
Elsevier,02005,Applied Ocean Research,0141-1187,NA,Applied Ocean Research,Hybrid,USD,2500,Freedom Collection
Elsevier,05434,Applied Soft Computing,1568-4946,NA,Applied Soft Computing Journal,Hybrid,USD,2400,Freedom Collection
Elsevier,05091,Applied Soil Ecology,0929-1393,NA,Applied Soil Ecology,Hybrid,USD,2500,Freedom Collection
Elsevier,02006,Aquacultural Engineering,0144-8609,NA,Aquacultural Engineering,Hybrid,USD,3600,Freedom Collection
Elsevier,05092,Aquaculture,0044-8486,Incorporating Annual Review of Fish Diseases,Aquaculture,Hybrid,USD,3800,Freedom Collection
Elsevier,18365,Aquaculture and Fisheries,2468-550X,NA,NA,NA,NA,NA,not included
Elsevier,18081,Aquaculture Reports,2352-5134,NA,Aquaculture Reports,Open Access,USD,1100,not included
Elsevier,05093,Aquatic Botany,0304-3770,NA,Aquatic Botany,Hybrid,USD,3300,Freedom Collection
Elsevier,05094,Aquatic Toxicology,0166-445X,NA,Aquatic Toxicology,Hybrid,USD,3700,Freedom Collection
Elsevier,17023,Arab Economic and Business Journal,2214-4625,NA,Arab Economic and Business Journal,Open Access,USD,0,not included
Elsevier,05622,Arab Journal of Gastroenterology,1687-1979,NA,Arab Journal of Gastroenterology,Hybrid,USD,3000,Freedom Collection
Elsevier,08748,Arab Journal of Mathematical Sciences,1319-5166,NA,Arab Journal of Mathematical Sciences,Open Access,USD,0,not included
Elsevier,08763,Arab Journal of Urology,2090-598X,NA,Arab Journal of Urology,Open Access,USD,0,not included
Elsevier,08695,Arabian Journal of Chemistry,1878-5352,NA,Arabian Journal of Chemistry,Open Access,USD,0,not included
Elsevier,18065,Archaeological Research in Asia,2352-2267,NA,Archaeological Research in Asia,Hybrid,USD,1100,Freedom Collection
Elsevier,11005,Archives of Civil and Mechanical Engineering,1644-9665,NA,Archives of Civil and Mechanical Engineering,Hybrid,EUR,3000,Freedom Collection
Elsevier,08003,Archives of Gerontology and Geriatrics,0167-4943,NA,Archives of Gerontology and Geriatrics,Hybrid,USD,2500,Freedom Collection
Elsevier,07608,Archives of Medical Research,0188-4409,NA,Archives of Medical Research,Hybrid,USD,2750,Freedom Collection
Elsevier,06071,Artery Research,1872-9312,NA,Artery Research,Hybrid,USD,3000,Freedom Collection
Elsevier,18761,Arthroplasty Today,2352-3441,NA,Arthroplasty Today,Open Access,USD,1995,not included
Elsevier,00356,Arthropod Structure & Development,1467-8039,Formerly known as International Journal of Insect Morphology and Embryology,Arthropod Structure and Development,Hybrid,USD,2400,Freedom Collection
Elsevier,14121,Arthroscopy Techniques,2212-6287,NA,Arthroscopy Techniques,Open Access,USD,900,not included
